text,label
"Hi guys. Can someone assist with a flight change? Been on hold for 40 mins so far.",request
"Never flying  ever again 4 planes and they all have had multiple delays just a terrible service",complaint
"the crew of DL267 today are amazing as always #love delta",compliment
"I made a reservation about 90 minutes ago and have not received any confirmation. Can you help?",request
"#ExcellentService Flight 5506 Charlotte - Charleston. I Can't say enough good about Melissa sweet and kind. #GiveThatLadyARaise",compliment
"how come some seats is normal n others got seats w a lump n the neck?",request
"I've been trying to add my 2nd last name in my account for some reason I'm not able to do so, I need to change it ASAP.",request
"Kid having a nightmare experience w   Spent 24 hrs in CLT after bumped from flight, then canceled 2days flight. Cust Serv sucks",complaint
"that is  really poor. In cattle class with some airline companies we are used to, but in 1st I have never heard of it",complaint
"Hey  I'm at Gold Status but not earning 25% bonus on my flights between DFW &amp; PHL. What's the minimum mileage to earn bonus?",request
"2 flights 2 delays very disappointed",complaint
"Thanks so much  for treating us so well!!! #servicedog #greatservice ",compliment
"what is the best thing to do if I left my iPad on a delta flight?",request
"prem desk Ann Callahan is awesome! Stayed on phone w me to be sure I got seat she ticketed when i missed SFO connection b/c weather",compliment
"Thank you  for the SUPER COOL speaker/charger! Y'all are the best â¤ï¸. #SWALove #30YearsInNashville ",compliment
"omg  heard our pleas. Cole Haan amenity bags instead of itchy grey felt ones! Thanks AA! ðŸ’— ",compliment
"Shoutout to  for making traveling with a VERY cranky 2-year-old bearable! #BestFlightAttendantsEver",compliment
"I fly tomorrow night from MSP to PDX. I checked in on the app, but says I don't have a seat. What should I do? Thanks",request
"- I had a very poor customer service interaction today. #help #losingaloyalcustomer",complaint
"supposed to take off at 6:35am. Still waiting. What's up?",complaint
"I'm traveling to Costa Rica on Monday. I can't figure out if checked baggage has a fee. Do I need to pay for a checked bag?",request
"1.5 hour delay thanks to  doing airplane maintenance. Boooooo! Yes it's important but still BOOOOOOOOOO! #4hoursinohare",complaint
"big thank you to your customer service rep Laura this evening. Was sincere and helped us out of the jam. Thanks!",compliment
"RT  Thanks for the compensation for our flight delay  👍🏻 it's gone straight towards another holiday 🙊 …",compliment
"way to go advertise and charge for an upgraded seat and than have it not recline #NeverAgain",complaint
"For sure never flying  again. #worstairlineever",complaint
"- how do I use a voucher on line? I don't see a code or anything.",request
"attendant took my rod case at gate in Prov. Arrive in Bal and no where to be found. No CS help. Help?",request
"Having the worst travel experience with  The only carrier with issues! Miss you much ",complaint
"Hi - can you tell me if you fly from Manchester to Hurghada and on what days please? Thank you!",request
"Just a little tweet to say thanks for having great people. It's quite nice to be greeted by name as I walk into the SFO lounge.",compliment
"THANK YOU Dee for helping me through my flight changes today. You just made me never want to fly another airline.",complaint
"I drop full fare for ORD to SAN on  and customer service can't get my family seats together. Help me AA!",complaint
"My uncle got to meet Colleen, who starred in Airline! It's been his favorite show for years! Thanks! ",compliment
"question regarding flight status. Please DM. Thanks",request
"Landed safely in Spokane. Thank you  for a smooth flight. Now, time to head to the hotel and prep for the  tourney.",compliment
"I want to book Delta Comfort+, how do I do that online? I see a seat chart, but can't see how to upgrade? I'm using skymiles",request
"god bless  and wifi on planes and using twitter for customer service \u2764\ufe0f\U0001f499\U0001f49b",compliment
"you gave our seats to a standby and we missed our flight when we were 12 minutes early. Would you be on with that?",request
"-appalling customer service at #MIA - were u surprised that a full plane landed? No luggage handlers? Kinda busy airport.",complaint
"is it possible to change the name and details on a ticket? We called and it wasn't so helpful.",request
"I've found the lesser of two evils: Delayed 4 hours- Here's $100!Here's $10 for food you have to use today",complaint
"Thank you so much   for giving me good travel experience all the time. I will never take ",compliment
"why is flight 1194 delayed?",request
"Hey guys, any chance that you may have any info on when the airline will support â€™s check-ins with Electronic Tag? Thx!",request
"Hi, I am italian. I need to talk to you for a question. Where i can write you?",request
"Thanks for stealing my money for not giving me my extra leg room seat that I paid for. #ThanksForEverything",complaint
"flight #ua5026 cancelled.  Need to support your ground crew with more customer service folks to help delayed / rerouted passengers",compliment
"Thank you  for providing awesome customer service to my mom at a very difficult time.",compliment
"what gate is flt 8672 departing from today, am on invound from mia and need info",request
"flight 3170 delayed again at what point do we get a voucher or something maybe some help getting us to our destination",complaint
"We have a winner! Worst airline terminal  Is  Hard to beat  for that honor, but they have!",complaint
"Nice to see  taking customer service and satisfaction so seriously  #howmanytimesdoihavetoexplain #ffs",compliment
"thanks for pushing me from a delayed flight that would have gotten me in around 3 pm to one that gets me in near midnight #1217",compliment
"how do you lose half a flight's luggage?!? Flight 4480 FLL #fail",request
"S/O  for the wifi, snacks, drinks, and always having the greatest staff. Satisfied customer since I was 5. I love you guys.",compliment
"thank you  for losing my luggage, great way to end of my trip. I'll never be flying United again.",complaint
"Whyyyyy do you do to this to us!?!? #AmericanAirlines #suck",complaint
"Spending 1 more day in Tx as our flight was cancelled &amp; rebooked. A great big shout out to Andrea  for helping us, feel better!",compliment
"My son is on #563 at DCA. Was told they have to refuel in KC. Why not do it at DCA?",request
"Once again  Thank you for getting your boy here safely! \U0001f592",compliment
"My disappointment with  &amp;  is at an all time high. So much so I'm considering not flying AA anymore this season!",complaint
"It's #MarchMadness and #IUvsUK is in progress?  Think you can delay SFO-IND by about 20 mins so we can enjoy a #IUBB victory?",request
"Also  I was on flight 67 LGA to IAH, and the crew was the best ever. Nightmare day but totally enjoyable flight. Pilot was great too",compliment
"Leaving us with no update is also not helpful  No, we don't want your voucher bc we won't fly w you again if you don't fix this",complaint
"Sitting on flight AA545 to AZ for connection 2 OMA. delayed 30min so far. I'm gonna BAWL if I miss it.   pls don't leave me!",complaint
"how can I get receipt of fee for ticket upgrade? (was waiting on phone for rep, but don't want to bother long backlog)",request
"Shout out to  for helping me resolve a tricky problem. They were fast friendly and efficient. Kudos, guys!",compliment
"never flying on you again, racist idiots",complaint
"Best part of flying  to DCA is this view! Sit on the left side of plane to see it. #DCA #Washington ",compliment
"Horrible customer service Worst airline #americanairlines We bought 16 flights, you will only honor 8 no refunds. Really",complaint
"just spent 40 minutes with your rep Darlene on the phone. She saved my honeymoon. I owe you one Darlene. Love you AA",compliment
"I think since you guys disappointed my kids you should upgrade us to first class on Saturday",complaint
"Shout out to my flight attendant from  he definitely made my flight go by quick \U0001f602\U0001f602\U0001f602 #shadowpuppets",compliment
"Thanks for the on time flights today - so far 3/3 with 1 more to go ðŸ‘ðŸ» ",compliment
"will be missing flight 3453 to Columbia due to closed precheck and inefficient security at ORD. Any suggestions?",request
"I get that there is a storm but I still think  is the worst at customer service. I've had back to back the worst flying experiences ðŸ˜¡",complaint
"Thank you  for having free tv. Helped stop an immediate meltdown and kept him happy all flight. ",compliment
"Gotta hotline bling my lawyer so I can make this case against  and take all their money â˜ºï¸ðŸ˜‹ðŸ’•",complaint
"$650 round trip for two is probably the best deal I have ever gotten.âœˆï¸",compliment
"my flight to LA has been delayed for 5 hours.... wasted an entire day at my Airbnb. can't even check in. fuck you",complaint
"Unbelievable  After 1hr on the phone with #PlatinumDesk I was placed on hold 40minutes later, still waiting! #NotYourBest",complaint
"(2/2)  - but nothing is listed below. The message is an em dash. :) please let me know. Had this issue yesterday too. Thanks!",request
"How do I add Known Traveler Number to a reservation? And is there a way to add passenger's middle name also? Thanks!",request
"Awesome club  (@ United Global First Lounge)  ",compliment
"My luggage was ripped by Delta when checked on a flight from Jax to ORD. How can I file a claim? Thanx",request
"Flying  was a bad idea .... Never seen so many delayed flights in my life. Get your airline together please",complaint
"after 1h30 delay, our Pilots announced they could not take us as they would be over the legal limit! #scandal #disorganized",complaint
"about to fly 5 hours and my entertainment screen keeps trying to boot up. my girlfriend's audio jack is messed up. It's ridiculous.",complaint
"@ gate 2 min early and another great  flight. Nice crew tonight, too. Back in air tomorrow on AA!",compliment
"how much do you guys charge for wifi on the plane? I'm flying to Hawaii from LA next week and I would like to know",request
"so delta you emailed me the wrong flight time and I missed my flight. How can I change my flight so I can get home?",request
"My wife is connection to AA1969 in PHX and her incoming flight AA817 seems delayed. I am worried. What can you do to help?",request
"Amazing work  pilots! Thanks for the safe journey! ",compliment
"Thanks  I made my flight to FLL! :)",compliment
"Shoutout to  for making my afternoon as inconvenient as possible!",complaint
"I'm in Mexico, what number can I call for customer service",request
"Fuck YOU  7 flights later &amp; we aren't on a flight! STAND BY isn't a revenue ? You counter staff need some fucking manners!",complaint
"My wife traveled by Delta last weekend and got the worst service I have ever heard of from an airline.  Does anyone even care?",complaint
"please can I request wheelchair assistance at DTW and LHR - I am on DL4361 tomorrow thanks",request
"stranded in Denver and your customer service # is so busy I can't get through to talk to an agent. Terrible customer service",complaint
". stranding college students in random cities with no alternatives possible and a NASTY and RUDE woman working customer service",complaint
"Poor show  Flight delayed so missed con. Ground staff claim no hotels and leave passengers with nothing. Customer service #fail",complaint
"terrible travel experience. You don't give people seats when they buy tickets on your planes #unitedairlines #fail",complaint
"Thanks  for destroying my suitcase, then someone throwing the contents on the moving belt.",complaint
"Flying to #Baltimore?  has daily non-stop service  #PWMWayBetter",compliment
"Can you tell me if flight 4398 to nashville will be cancelled due to weather?",request
"hey are you fucking kidding me? I've been waiting 45 minutes for this plane to take off? And no free wifi? Capitalist scum.",complaint
"website has been down for at least three hours... frustrating.",complaint
"another #saintpatricksday has passed and u still don't provide service to   it's time!",compliment
"I'm out a flight, all flights are booked and no one answers the phone. Y'all need to make this right or lose a customer",complaint
"how come I never get coupons? I got on at least 3 flights a year.",request
"Yep -  would have been proud. Four #nurses jumped up on my  flight this am to rescue an ailing passenger. #Heroes all!",compliment
"Shout out to  for the smooth trip to and from GRR to RSW this week! Direct flights are the bestâ˜€ï¸ðŸŒ´ #friendlyskies",compliment
"Leaving tomorrow for Quito and have entered the wrong middle name on my ticket. Is there anything you can do to help",request
"Starting hour 6 here in #MIA due to delayed flights and airplane malfunctions. We just want to make it to Punta Cana!",complaint
"customers voted Denver  Club among best in the world.  Truth, because the staff there is the best in the business.  Esp Chris Orr.",compliment
"attendant took my rod case at gate in Prov. Arrive in Bal and no where to be found. No CS help. Help?",request
"I paid for an upgrade while checking in, and only one of my flights is showing 1st class. How can I fix this?",request
"why is flight 4250 delayed? No announcements, no gate agent",request
"I left an iPad on today's flight 2090 from LAX to BNA. Is there any way of tracking it down?",request
"Would youÂ  pleaseÂ  help Tom &amp; his family fight a rareÂ  brain, eyr &amp; lymphÂ  node cancer.  eryphtxs. Thnx",request
"So done with  bullshit",complaint
"Who is the best person to talk to about a missed flight? You guys have been so helpful in the past - I'd love some advice!",request
"Great service from someone on the phone at  today. That wasnâ€™t a terrible experience! Iâ€™m glad I switched from JetBlue.",complaint
"The customer service/feedback form submission on your website is not functioning. How can I get my complaint addressed? -premierplat",request
"Thanks  for a great flight to  today! ",compliment
"Wow!  the safety video is amazing! So entertaining &amp; well done! Genius #marketing",compliment
"is THE worst airline I have ever flown. All these people are getting screwed on our flight to London",complaint
"your flight service sucked ass today. Thanks",complaint
"haha really?  We have lost over 24hrs of our weeks holiday by the time we get there, sorry if we get there #neveragain",complaint
"Yay Nashville!  thanks for the celebratory treat!  Perfect for Music City! #customerforlife ",compliment
"Thank you  for over-fueling our plane, useless customer service associates and for an overall  terrible travel experience",complaint
"Hey  if your flight is not fully booked how come I can't board w/o $75 fee even tho my later flight is going to same place?",request
"hello! I want to purchase checked baggage online, how do i do that?",request
"a $12 voucher because of a 3 hour delay and I can't even use it on alcohol?! We need to have a little talk...",complaint
"pre check line at CVG should not be 100 people with only one X-ray machine in use. Same problem at LGA. Talk to TSA. Fix this!",complaint
"Hey  would you mind opening your check-in desk at  Thanks. - From the long line of people waiting to check in",request
",thanks for your quick response.  Airplane mode. I'm getting yelled at ... Lol!",compliment
"Guess what  i'm in the airport still but not of your TERRIBLE employees are!! FUCK YOU AND YOUR TERRIBLE SERVICE",complaint
"Are you guys part of the Star Alliance with  If so, I'll book a flight to Europe today. Thank you!",request
"Thank you  for my free St. Pattys Day drink! ",compliment
"Lounge at ORD T1 so crowded. Selection of food so bad! I wonder when the new customer focus initiative finally reaches the customer.",complaint
"Burned my  miles yesterday for a trip to Bulgaria, but if I had it to do over again I'd go to Brussels instead. #LiveWithoutFear",compliment
"also few things i hate more in life:  delays. #WHY",complaint
"Stuck in Costa Rica. Thanks  for reminding me why I fly  this is fucking ridiculous #neveragain",complaint
"I can't seem to check in our flight today DL21 CDG - EWR confirmation number F7HCB8. Can you help?  Steven + Diana Lenkowsky",request
"Thanks for your horrible customer service on flight AA1521.. Worst flying experience of my life",complaint
"Is there a # I can call re: a complaint I filed today? Preferably not the customer service number, since that is who it is about.",request
"back at it again with those delays",complaint
"#unitedairlines UA3894 is cancelled. Way to go  This is two cancellation within 2 days for me. #neverflyunited",complaint
"how much can our bag weigh",request
"Help, I had something come up and need to adjust the time of my flight tomorrow.  Am I going to get charged a ton? :(",request
"could you please confirm if my flight is delayed? UA258? App and airport screens still show on time?!?",request
"can you help? I can check in, but my wife can't.  Jj7hsp from sxm tomorrow.",request
"please help  I left my iPad in the seat pocket on flt dl 1692 seat 6b. San Diego to Atlanta on sat April 23rd.",request
"Nice F/A on  587 today. Amazing service and the Swedish F/A is fluent in German as well... very rare on a domestic flight \U0001f44d\U0001f44d\U0001f44d",compliment
"Long time loyal customer. I want a one time exception on the change flight fee for the first cancellation I've ever made with United",request
"how can I upgrade to first class via the app for my departing flight tomorrow?",request
"All I do is talk about how shitty  is ",complaint
"hi I just got an email that my refund was approved for my flight. My question is that I didn't cancel my ticket!! Please help",request
"just had a terrible experience with your missing baggage call center.  Terrible.",complaint
"This makes me so happy. Thanks,  ! ",compliment
". UA252 not even away from the gate and first class flight attendant already being rude. Gonna be a long 8 hrs...",complaint
"Karen Gilmore in you call center is a rockstar! She helped me with a transfer with a  service center in FrankFurt #thanks",compliment
"Are you guys adding more new flights to Denver tomorrow? I just saw a 5am added. Would it benefit to wait a few min?",request
"ok thank God I was talking to CC on Twitter really went above and beyond. But as we are delayed 45 min because of a headlight SMH",compliment
"Can you explain why my flight is returning to the gate? Captain wouldn't say.",request
"horrible customer service canceled flight provided expired vouchers today",complaint
"If anyone could guess I've been at the airport for 4 hours and I advice everyone to never fly  again.",complaint
"in any other business it would be illegal to steal money from the customers. Somehow U R allowed ",complaint
"Yall really some fucking ass. you only had 1 job. and you failed to give the legend a good flight. fuck yall",complaint
"even though my second flight was the delayed...ðŸ˜’ these flight attendants have had me crying from laughter.ðŸ˜‚ðŸ˜‚ðŸ˜‚",compliment
"UA3675 what's the delay for?",request
"i know why im A list on SW. Frontier charges $198/change and been on phone hold 30 minlosing $200 bad business!",complaint
"Once again  cancelled my flight! It is the third time that I pay for a one stop and end up doing two stops and be late #unitedsuck",complaint
"I need help regarding my sister's luggage. It's been lost 3 days now and counting. She has nothing to use",request
"Hey   - Lorraine at the Premier desk is awesome!!",compliment
"Thanks  for Junior Travel log. Cool memories for kids #creditwherecreditisdue#prioritymeansnothingtoyou ",compliment
"Disappointed in  for making exceptions for plastic shopping bags but not reusable totes. #gogreen #fail",complaint
"cust serv in  at the ticket counter was rude, unhelpful.usually fly #delta - will do next time.",complaint
"this is ridiculous. From ontime one minute to 2 hour delay for 45 min flight!",complaint
"#Delta pilot not really explaining 3+ hour delay bc of 'mechanical problems. Blanket, anyone?  ",complaint
"what's the deal with flight 1092 from ord to sjc?",request
"After all the headaches yesterday,  Twitter Team did a great job again! Thanks ^NM for today's help and IAH CS Agent Lisa A. yday!",compliment
"Amazing reception compliments of  in a hangar #ACTEdallas #Dallas",compliment
"just landed on flight 2440 MIA-BOS.  Terrific experience and AA team member Lestine Bell did exceptional work.  My compliments!",compliment
"will flights on partner airlines come up as up coming trips in the kris flyer app? Thanks",request
"will fly only  Should have delayed departure of connecting flights. Too few Lubbock flights to not allow them to board",compliment
"I've had a miserable experience so far traveling w/AA + was forced 2 stay in Miami overnight when I should've arrived GCM @ 130",complaint
"&amp;  serious work needs to be done on Terminal 3. It is awful &amp; ðŸšºtoilet cleaning @ 8 am???  term1 is FAR better",complaint
"Annoyed at  for changing my connecting flight!As if waiting 8hours wasn't bad enough, now have to wait over 15hours\U0001f621#badservice",complaint
"Hey  I can't wait for you to go out of business! Customer service &amp; a smile goes a long way FYI #Worsethantrump #flight",complaint
"Thank you  for allowing military board first with 1st class and such. Greatly appreciated!! ",compliment
"this is the 2nd bag the airline has managed to destroy. Broken on both sides. I'm not happy with AA.",complaint
"#Singapore Airlines rocks! Great service &amp; fantastic Singapore Slings. #travel #backpacking ",compliment
"Horrible customer service inside the cabin as well!  (2/2)",complaint
"hey, so, Donna at GSO helping us rebook has been the best. she brought us snacks!!",compliment
"you have the worst flight attendants ever. changing my business to another airlines.",complaint
"Homegirl in seat 20f   flight 330 to CLT and DFW is terrible! 3 CO bags and hella disrespectful. How do people like this fly?!",complaint
"how long after booking does it take for platinum to get a Delta Comfort+ seat on a flight?",request
"How come i keep getting a busy signal  ??",request
"your employees are super rude  airport, messing up flights and pretending its our fault",complaint
"I have a lost item number and can't seem to contact you!! Please help  I'm in fll",request
"Some of the best customer service in around.  has great people and excellent problem solving skills!",compliment
"Seriously  !? Our flight delayed THREE days? Unacceptable. Customer service of no help. #neveragain",complaint
"What is the best way for me to contact someone to receive a refund? Per Delta guidelines, mechanical failure qualifies.",request
"hi there, is there any chance I can choose window or aisle seat if I am not a frequent flyer? Have some back probs lately..thx",request
"to start offering snacks to delayed travelers - Road Warrior Voices",request
"DL1053 has been on the ground waiting for a darn gate for 45 minutes in ATL, get your act together",complaint
"Thanks Mahmoud  Dulles for using my Global Entry info to get me TSA Preâˆš",compliment
"looks like this could be a fun flight home. Love the spirit!",compliment
"AA Mario &amp; aggressive woman stopped us from getting on #1360 LAX - BOS.  We followed rule - u didn't    #badbiz",complaint
"Thanks to CB from  for rebooking my flight! After hours of chaos, I finally have my answers! #needsaraise #sentfromheaven",compliment
"Thanks  for the free Wifi. I can see myself fly. ",compliment
"I booked AMS to MSP in comfort plus row 17 but at the gate learned it is not due to equipment change. How do I get a refund?",request
"how can I get receipts for my checked bags?",request
". . Really???$75 fee to go standby - I sort of understand fee to change &amp; conf but standby??  #ridiculous #poorcustomerservice",complaint
"how long does it usually take to send confirmation?",request
"will our flight #2559 tonight be cancelled because incoming flights won't be able to come in? Do we wait? Find a hotel?",request
"Dear  please allow the option of stroopwafels all day. They are the best",compliment
"Why is there a charge for same day flights with open seats and asking for volunteers on my current flight?  Very Frustrating",request
"Bad customer svcs =  rep telling us she'll leave customers in line &amp; close counters at end of shift. It's getting ugly at DFW.",complaint
"why can't I use mobile boarding pass?",request
"cancelled flight to Houston causing stress! Stranded in SJ, CR. On hold 4ever to reschedule. Where are u #united? not #friendly",complaint
"4th flight this week, first with  brakes broken, delayed hours. Everyone else gets it right why can't you!",complaint
"flight delay on Mon and today? Missed connection out and will miss again today. No apologies. Reminder why  is better.",complaint
"lost luggage and bar code doesn't know where it is",complaint
"Could someone message me regarding my flight this past Wednesday from SFO to CHI. Thank you. It's in regard to a flight attendant.",request
"awful customer service. Unacceptable delays. I would rather walk than fly with you again.",complaint
"been sitting on delayed flight UA149 for two hours now. going to miss my connection - can you help? flight attendants can't.",request
"#horrible #unthinkable #bad #customer #service Ms. Daken #EWR #united club -- stay away! #rude #condescending #insulting",complaint
"Shout out to  agents in PHX dealing with troubled flights to DEN this am. You guys are doing a great job!",compliment
"Love you guys, but when you have 60 people in line trying to rebook and you only have five people at the counters it's a little sad.",complaint
"delayed for over an hour and a half in NH. No reason, no help from the desk agents and we just wait...#nohelp",complaint
"Watching a horrible customer service situation unfolding with a mom and her 4 kids.  is unaccommodating and being awful. Unreal",complaint
"this window doesn't look right. ðŸ˜³",complaint
"sent you a dm ;) thanks.",request
"&amp;  an alliance made in hell for customers! one selling tickets of the other &amp; leaving customer left back! never again!",complaint
"i've never had such a poor experience on an airplane. Your staff was completely rude and I was not able to fly the friendly skies",complaint
"the folks you have working behind the desk at IAD are fantastic! Super friendly and helpful \U0001f60a",compliment
"I just want to let y'all know the customer service in Dallas-fort worth has been terrible",complaint
"you know when your employees shouldn't go on break? When there are people waiting to reschedule a flight after you canceled.",complaint
"Thanks for a great trip \nComing &amp; going to Tampa was Great! \nEven my bag issue you guys fixed fast!\nI \u2764\ufe0f SWA- hey, hey! -JDB\U0001f4ab",compliment
"thanks to captain ken on AA1349 dfw sea for a memorable flight. Surprised by dfw special services for  vip treatment. Thank you",compliment
"Why do you only let people sleep for 2 hrs of a 7 hr overnight flight from Australia. Am tired and grumpy today.",complaint
"you could learn a lesson from  in terms of keeping flight credit. I may never use you guys again. Terrible.",complaint
"Thanks to  for making us miss our connecting flight due to a fueling issue, then giving us a 6 hour layover after a red eye #thanks",complaint
"Delayed  flight ðŸ˜žapparently this flight is delayed every single day lol (according to gate agent). At least I can charge phone!",complaint
"Absolute disaster with  5 hours delayed and staff treats you horribly! #Dallas #Flightdelay",complaint
"Thank you #NOLA  team for helping my son with his travel challenges today.  Nice people and great #customerservice #travel",compliment
"hello I haven't received my miles for my last flight. Can you help...",request
"Why wasn't I allowed to check-in online? Was it that it was international, of was it the lap child?",request
"any chance that the weather tomorrow will effect my flight coming home to BWI? I should be landing around 9:45 pm",request
"Good day, could you please help me with some information?",request
"Coming into MSP.  Significant wall of thunderstorms in the area.  Thanks   for always putting safety first.",compliment
"Don't fly  they'll change your gate last min. to make you miss your flight because they over book. Plus No CS # to call!?",complaint
"Question for you.  I just received my KTN today and have a flight tomorrow.  Will I be able to use TSA precheck tomorrow?",request
"boarding groups are a joke. Approx 50 each in groups 2 and 3. 2-3 people each in groups 4 and 5.",complaint
"Even worse than flying  is flying united express \U0001f610\U0001f610\U0001f610",complaint
"Thank you  for being the best airline!! &amp; for great rewards!! #companionpass  ",compliment
"a very pleasured fly with and superb costumer services from Anthony cabin crew on flight QR831 BKK-Doha. Thanks again.",compliment
"2147764035 please move our kids back to row 33 abc on ATL-JNB so their mother can keep them safe. Row 49 is unacceptable.",complaint
"thanks for the 2 hr delay causing my daughter to miss connecting flight ending up on  flight.  Their service is fantastic! ðŸ‘",complaint
"A huge thank you to Alex of  for finding my missing voucher and emailing it to me. I appreciate y'all &amp; your customer service!",compliment
"Hey United, we just booked a flight and one of the passengers is supposed to be marked Female not Male we booked 20mins ago #hlp",request
"Safe to say I hate  and I'm probably never flying them again.",complaint
"I cant reach you by phone, my flights have been cancelled for this saturday &amp; May 6th! What can I do to get in contact with you",request
"thanks for having TVs on your planes",compliment
"Thanks  for the great hospitality during my flight with the motion sickness I had! It helped a lot! #LoveUp #BlessUp",compliment
"I need to cancel the flight u rescheduled as I got to my destination. Your website is screwy. Help?",request
"Were rebooked on UA999. Looks cancelled as well. Can we change destination to Amsterdam? What date?",request
"Running an airline is tough, but man   is atrocious. Customer service snarky and useless. Planes always dirty, no leg room...",complaint
"Trying to rebook a time-sensitive flight and  representatives keep disconnecting me. Twice in a row. #BadCustomerService",complaint
"ever consider service between a hub and Vienna?",compliment
"this skank bitch was SO RUDE to me on my flight!!!!  I asked for her name and she goes, it's Britney bitch. ",complaint
"Why board an entire plane of people if the AC isn't working?! #SMH",complaint
"Kudos to  for excellent assistance in Denver for this disabled traveller! Makes flying fun again when your airline makes it easier.",compliment
"I need customer service because i can't log into my Mileage Plus account. What am I supposed to do when I need to book a flight?",request
"When  flight attendants are very pleasant, going extra mile, making flight a great experience. Flight DL2269 ATL-MCO",compliment
"is everyone working here asleep? Did you guys all take today off? Is it a holiday? If so which one, why wasn't I notified",complaint
"I left my jacket on flight 2313 that just arrived to DFW from mfe. Any way to retrieve it?",request
"Next stop USA,  to everyone I met in #Australia I say sincere Thank You, see you soon! #BigMetalBird  ",compliment
"Flight delayed FIVE times since this morning!! Come on \U0001f629\U0001f621",complaint
"This is absolutely UNACCEPTABLE. Our flight was told we needed to stop for FUEL. Despicable. NOT OVER.",complaint
"Always wondered why  earns more money than  I experienced why.. Customer orientation, none at Cathay #worstairline",complaint
"- WTF Delta, you are really screwing your loyal customers!! When is your greed enough? #NoMoreECSeatsForPlatinum",complaint
"hi. I booked the wrong days for my flight to Jamaica may 2016. Can you help me?",request
"had another great experience with you all today! Thanks! â¤ï¸",compliment
"Yo  my sister and I had basically a 40 hour delay home. 2 planes canceled and one of a 8-9 hour delay. What the heck",complaint
"continues to amaze me, received $75 gift voucher during actual flight as entertainment was offline after system reset. #FlySQ",compliment
"hey guys thanks for completely fucking my friends and I. We're now stranded in Houston trying to get to Boston",complaint
"Hello your such a great airline! I was just wondering if you could follow me please",request
"Hi - can you tell me if you fly from Manchester to Hurghada and on what days please? Thank you!",request
"A special thank you to Sherry Begley, gate agent DTW, flight #3812 for her terrific service this morning. Outstanding!!!",compliment
"your website isn't loading, is flight 4019 out of Hobby canceled or delayed for 835 tomorrow morning?",request
"Thanks! Keep flying  non-stop to San Fran everyone!  ",compliment
"Thanks to Lisa  for working with me to help a bad situation suck a lot less. #empathy #appreciate #CEMpromoter",compliment
"Here is hoping my next flight on  is on time....the last 6 flights I have been on were either delayed or canceled.",complaint
"Shoutout to  for having access to free tv shows during the flight. Diners, Drive-ins, and Dives made our day. ðŸ‘âœˆï¸",compliment
"This man is swearing at my wife on a flight from Madrid to NY. A little help?",complaint
"Huge thx to  cust service after returning a jacket I lost 2 months ago. I had quit on the jacket, but AA didn't quit on me.",compliment
"will we get vouchers? I won't be able to speak to anyone for hours. Do you have any answers?",request
"every French customers are chocked by ur attitude toward us. U're lying to us for + 2 day",complaint
"Day 2 trying to get to from SJO to ATL, says still missing plane part, how long does it take to fix? Very upset in Costa Rica.",request
"Hi there! I'm international and in a bit of a pickle. What's the best way to contact someone without roaming charges?",request
"can i do early check in of my bag at FRA?",request
"Come on  ever time I fly with you I get delayed. Betting this ends up longer than 20 min",complaint
"With whom should I speak about today's totally unacceptable flight  Please email timmalieckal I'll pick this up when I land",request
"thank u  for sending my bag to ANOTHER COUNTRY and having the worst customer service ever",complaint
"Hello San Diego, thanks for the ride  see you soon  ",compliment
"disrespectful &amp; rude flight attendants on your 142 flight on March 11 from Houston #poorservice #worstexperience",complaint
"Nice flights attendants, live TV on board, &amp; typically on time, no doubt  is best domestic airline for a reason. #travel",compliment
"your website says Cap. 1 World Mastercard holders get zone 1 boarding (under boarding zones). Is this true? How do I register",request
"we're currently on the delayed AA1619 BOS-MIA. We're connecting to SXM later today on AA2219. Should we be able to make it?",request
"I missed my flight TBS to DOH to DEL,QA office is closed here at TBS Airport,Now how i can rebook in next flight tomorrow?Help",request
"pilot fatigue, 2+ hours delayed, free snacks, waiting for Spring Break - priceless...",compliment
"wouldn't it make sense to board people by seat number ie from the back forward, instead of whatever random way you do it now??",compliment
"Thanks for the blankets  . You guys make me happy",compliment
". Who do I talk to about something we forgot on the plane when we arrived at our destination?",request
"Hey  you really need to have different security lines for domestic and international travel at Newark. Waited 30 mins for security!!",complaint
"AA rep insisted this the only place you could put us despite KNOWN OUTBREAK/health haz. Glad you take cust. safety so seriously",compliment
"Been waiting with party for over 20 minutes for bags at JFK from LAX. Do you still offer free miles for delays? Flight 2647",request
"Hey  just lost another one of our bags on this trip!  Absolutely ridiculous...",complaint
"Hey, can I book flights via Twitter?",request
"on flight 1467 to EWR, and your flight attendants are amazing on this flight. Pilot kept us updated honestly about our delay!",compliment
"ur amazing",compliment
"customer service is so rude! I can't believe the way they spoke to a customer, both in person &amp; over the phone. #NeverAgain",complaint
"In-flight wifi makes an otherwise useless flight siting playing angry birds a bit more productive. Thanks  and ",compliment
"9450720165is my SM number, can you please link it to my reservation 44Qzt3?\nThanks",request
"Hey there, I've just had a flight reservation changed unfavourably. Could you see about waiving a change fee for cancellation?",request
"Travel related startups- Here's an amazing opportunity from  +  to take you to the next level ",compliment
"My experience with  confirmed but put on standby, got no help, others put on plane, then they bumped standby delaying flight!",complaint
"Numerous kudos for  from   for her dashboard knowledge. #measure16",compliment
